Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
4492,53,0,Travel Frequently,Cyber Security,30,Graduation,2,Female,83387,3,7,Manager,4,Single,9,Yes,7,3,2,3,7,2,0.75,1,11912.42857,3,2.333333333,1,0,Career growth is good,0.7,0.313129627,31.31296272,Medium Risk,37.87875813,Medium,31.31296272,50-60
4493,60,0,No Travel,Network Administration,13,Graduation,4,Female,191743,2,5,Developer,5,Married,8,No,88,13,1,3,8,4,0.214285714,-1,38348.6,0.615384615,2.666666667,9,0,Good work life balance,0.7,0.17003894,17.00389396,Low Risk,38.29480482,Medium,17.00389396,50-60
4494,54,0,No Travel,Data Science,3,Master's,5,Male,163669,1,6,IT,1,Single,8,Yes,86,20,5,3,6,4,0.142857143,-1,27278.16667,0.4,2,16,0,Supportive management,0.5,0.081790129,8.179012858,Low Risk,83.79629639,High,8.179012858,50-60
4495,32,0,Travel Rarely,IT Services,3,Graduation,1,Male,164477,1,2,Developer,2,Single,0,Yes,4,3,3,6,8,1,1.5,5,82238.5,0,1.333333333,2,0,I am happy with my team,0.8,0.066661327,6.666132651,Low Risk,74.70578811,High,6.666132651,30-40
4496,45,0,Travel Rarely,Data Science,45,Below College,5,Male,156097,4,1,Business Analyst,3,Divorced,10,No,12,9,4,2,8,6,0.2,-4,156097,1.111111111,4,3,0,Good work life balance,0.7,0.075603843,7.560384317,Low Risk,30.74595017,Medium,7.560384317,40-50
4497,35,0,No Travel,Data Science,26,Degree,5,Female,47058,5,3,Technician,2,Married,0,No,15,19,2,8,9,4,0.4,4,15686,0,1.125,15,0,Good work life balance,0.7,0.021369527,2.136952741,Low Risk,26.84769754,Low,2.136952741,30-40
4498,51,0,Travel Frequently,IT Services,4,Degree,5,Female,144640,1,2,Developer,1,Divorced,2,Yes,94,8,2,1,7,5,0.111111111,-4,72320,0.25,7,3,0,Career growth is good,0.7,0.150923296,15.09232957,Low Risk,85.01629345,High,15.09232957,50-60
4499,39,1,Travel Frequently,Network Administration,16,Master's,1,Female,189193,2,2,Software Engineer,3,Divorced,2,No,70,8,1,10,7,2,1.111111111,8,94596.5,0.25,0.7,6,0,Poor management support,-0.4,0.741478651,74.14786512,High Risk,66.02609384,Medium,74.14786512,30-40
4500,28,0,Travel Frequently,IT Services,28,Graduation,2,Male,55419,3,6,Director,5,Divorced,8,Yes,56,2,5,2,4,4,0.666666667,-2,9236.5,4,2,-2,0,Good work life balance,0.7,0.053613404,5.361340411,Low Risk,24.47553066,Low,5.361340411,18-30
4501,30,0,Travel Rarely,Software Development,8,Below College,4,Male,129600,2,4,Technician,5,Divorced,3,Yes,38,2,5,2,8,1,0.666666667,1,32400,1.5,4,1,0,Good work life balance,0.7,0.002418327,0.241832695,Low Risk,35.33679401,Medium,0.241832695,18-30
4502,21,1,Travel Frequently,Data Science,40,Degree,1,Female,191268,5,1,Business Analyst,3,Single,1,No,95,9,2,9,10,7,0.9,2,191268,0.111111111,1.111111111,2,0,Salary is low,0,0.800159558,80.01595579,High Risk,31.76752161,Medium,80.01595579,18-30
4503,39,0,Travel Rarely,Software Development,16,Graduation,4,Female,78088,5,2,Consultant,3,Married,3,No,32,19,2,5,0,1,0.25,4,39044,0.157894737,0,18,0,Supportive management,0.5,0.006288121,0.628812148,Low Risk,17.75802567,Low,0.628812148,30-40
4504,24,1,Travel Rarely,IT Services,31,Below College,2,Female,134245,1,3,Technician,5,Divorced,8,No,93,16,2,4,4,6,0.235294118,-2,44748.33333,0.5,1,10,0,No promotion opportunities,0,0.810550738,81.05507379,High Risk,61.36266008,Medium,81.05507379,18-30
4505,60,0,No Travel,IT Services,23,Master's,4,Female,146494,1,5,Director,1,Single,5,Yes,79,10,2,0,2,4,0,-4,29298.8,0.5,inf,6,0,I am happy with my team,0.8,0.280605797,28.06057967,Low Risk,87.30480818,High,28.06057967,50-60
4506,41,0,Travel Rarely,Network Administration,2,Degree,2,Female,190770,2,5,Business Analyst,1,Married,4,No,37,20,5,4,0,7,0.19047619,-3,38154,0.2,0,13,0,I am happy with my team,0.8,0.074400997,7.440099708,Low Risk,71.90119407,High,7.440099708,40-50
4507,21,0,Travel Rarely,Data Science,9,Degree,1,Male,194108,4,6,Director,5,Married,5,No,88,2,3,9,8,5,3,4,32351.33333,2.5,0.888888889,-3,0,Career growth is good,0.7,0.042139829,4.213982859,Low Risk,12.50834992,Low,4.213982859,18-30
4508,45,0,Travel Rarely,Cyber Security,27,Degree,1,Female,160399,2,2,Director,2,Single,6,No,61,14,5,7,7,4,0.466666667,3,80199.5,0.428571429,1,10,0,I am happy with my team,0.8,0.296903284,29.69032843,Low Risk,67.00417561,Medium,29.69032843,40-50
4509,32,0,Travel Rarely,IT Services,45,Degree,4,Male,46768,1,5,Manager,1,Divorced,1,No,95,9,2,10,5,2,1,8,9353.6,0.111111111,0.5,7,0,I am happy with my team,0.8,0.248751963,24.87519628,Low Risk,86.7426817,High,24.87519628,30-40
4510,18,0,No Travel,Cyber Security,22,Below College,4,Female,100889,4,7,IT,1,Single,2,No,88,12,3,1,5,0,0.076923077,1,14412.71429,0.166666667,5,12,0,Career growth is good,0.7,0.014798464,1.479846388,Low Risk,47.31997289,Medium,1.479846388,
4511,20,0,Travel Frequently,Data Science,44,Graduation,5,Female,34996,4,4,Software Engineer,1,Married,9,No,35,13,2,1,4,2,0.071428571,-1,8749,0.692307692,4,11,0,I am happy with my team,0.8,0.083075264,8.30752641,Low Risk,48.5248576,Medium,8.30752641,18-30
4512,31,0,Travel Rarely,Software Development,34,Graduation,5,Male,64369,1,5,QA Analyst,4,Divorced,2,No,99,1,3,5,6,0,2.5,5,12873.8,2,1.2,1,0,Good work life balance,0.7,0.014602421,1.460242102,Low Risk,56.14004272,Medium,1.460242102,30-40
4513,55,0,Travel Rarely,Data Science,9,PhD,4,Female,186629,2,5,Manager,4,Married,5,No,39,0,5,9,6,1,9,8,37325.8,inf,0.666666667,-1,0,I am happy with my team,0.8,0.002033733,0.203373279,Low Risk,44.15353646,Medium,0.203373279,50-60
4514,18,0,Travel Rarely,Network Administration,33,Master's,5,Female,127789,3,5,Software Engineer,3,Divorced,1,No,60,3,1,0,4,0,0,0,25557.8,0.333333333,inf,3,0,I am happy with my team,0.8,0.008791973,0.87919728,Low Risk,41.33162305,Medium,0.87919728,
4515,55,0,Travel Rarely,Cyber Security,38,Degree,4,Male,188641,1,3,Help Desk,1,Divorced,6,No,62,11,5,9,3,2,0.75,7,62880.33333,0.545454545,0.333333333,9,0,Career growth is good,0.7,0.081503453,8.150345316,Low Risk,83.79123741,High,8.150345316,50-60
4516,55,0,Travel Frequently,Cyber Security,34,Below College,3,Female,147104,2,4,IT,4,Single,8,No,66,19,3,7,3,3,0.35,4,36776,0.421052632,0.428571429,16,0,I am happy with my team,0.8,0.228148322,22.81483224,Low Risk,48.14379392,Medium,22.81483224,50-60
4517,38,0,Travel Rarely,Software Development,35,Graduation,5,Male,167222,3,4,HR,1,Divorced,2,No,99,1,5,1,9,8,0.5,-7,41805.5,2,9,-7,0,Career growth is good,0.7,0.060507148,6.050714767,Low Risk,59.89130261,Medium,6.050714767,30-40
4518,46,0,Travel Frequently,Software Development,47,Master's,4,Male,56900,5,5,Consultant,1,Divorced,8,No,45,12,5,10,2,7,0.769230769,3,11380,0.666666667,0.2,5,0,Supportive management,0.5,0.130507307,13.05073073,Low Risk,37.59718778,Medium,13.05073073,40-50
4519,22,1,Travel Rarely,IT Services,26,PhD,3,Female,152771,5,2,HR,3,Single,5,No,72,0,2,2,4,8,2,-6,76385.5,inf,2,-8,0,No promotion opportunities,0,0.185251055,18.52510549,Low Risk,20.91619509,Low,18.52510549,18-30
4520,27,0,Travel Rarely,Data Science,7,Below College,5,Female,103920,5,6,Consultant,5,Divorced,2,No,81,3,3,6,9,6,1.5,0,17320,0.666666667,1.5,-3,0,Career growth is good,0.7,0.003123705,0.312370537,Low Risk,0.055124212,Low,0.312370537,18-30
4521,45,0,Travel Rarely,Network Administration,45,PhD,1,Male,66447,3,7,Manager,5,Single,3,No,96,19,1,7,0,2,0.35,5,9492.428571,0.157894737,0,17,0,Good work life balance,0.7,0.39106437,39.10643697,Medium Risk,30.4305477,Medium,39.10643697,40-50
4522,38,0,Travel Rarely,IT Services,48,Graduation,4,Male,35577,4,6,QA Analyst,1,Married,9,Yes,47,11,1,9,1,3,0.75,6,5929.5,0.818181818,0.111111111,8,0,Supportive management,0.5,0.315297719,31.52977186,Medium Risk,52.62290092,Medium,31.52977186,30-40
4523,24,1,No Travel,Data Science,45,Graduation,1,Female,34342,5,3,Technician,3,Married,9,No,76,8,2,3,10,6,0.333333333,-3,11447.33333,1.125,3.333333333,2,0,Salary is low,0,0.876229118,87.62291182,High Risk,33.10992561,Medium,87.62291182,18-30
4524,20,0,Travel Rarely,Software Development,27,Graduation,5,Male,197941,5,2,QA Analyst,4,Single,5,No,11,9,5,4,2,8,0.4,-4,98970.5,0.555555556,0.5,1,0,Good work life balance,0.7,0.002444726,0.24447256,Low Risk,8.866671628,Low,0.24447256,18-30
4525,62,0,Travel Rarely,Network Administration,12,Master's,3,Male,161624,4,1,Support,2,Divorced,9,No,2,11,2,10,7,5,0.833333333,5,161624,0.818181818,0.7,6,0,I am happy with my team,0.8,0.148741916,14.87419163,Low Risk,40.86015146,Medium,14.87419163,
4526,37,0,No Travel,Software Development,17,Degree,4,Male,37113,3,3,Business Analyst,3,Married,6,Yes,15,2,4,1,5,2,0.333333333,-1,12371,3,5,0,0,I am happy with my team,0.8,0.011004177,1.100417711,Low Risk,41.37066195,Medium,1.100417711,30-40
4527,36,1,Travel Frequently,Software Development,21,Master's,3,Male,129607,3,6,Support,1,Married,7,No,31,3,1,10,1,7,2.5,3,21601.16667,2.333333333,0.1,-4,0,Salary is low,0,0.637571202,63.75712019,Medium Risk,70.07478592,High,63.75712019,30-40
4528,52,0,Travel Rarely,Cyber Security,43,Graduation,1,Female,74939,4,5,Manager,5,Divorced,6,No,19,14,1,9,3,0,0.6,9,14987.8,0.428571429,0.333333333,14,0,Career growth is good,0.7,0.210984463,21.09844632,Low Risk,15.48796112,Low,21.09844632,50-60
4529,21,0,No Travel,Data Science,22,Degree,4,Female,180506,1,3,Help Desk,4,Divorced,4,No,98,3,2,4,9,8,1,-4,60168.66667,1.333333333,2.25,-5,0,Supportive management,0.5,0.295997643,29.59976432,Low Risk,61.10584076,Medium,29.59976432,18-30
4530,22,0,Travel Rarely,IT Services,26,Graduation,1,Female,62676,4,3,Manager,3,Single,5,No,83,12,4,8,5,4,0.615384615,4,20892,0.416666667,0.625,8,0,I am happy with my team,0.8,0.0872479,8.724790041,Low Risk,30.95143354,Medium,8.724790041,18-30
4531,18,0,Travel Frequently,Cyber Security,39,Below College,1,Male,75810,2,2,HR,5,Single,0,Yes,29,14,5,6,9,1,0.4,5,37905,0,1.5,13,0,Supportive management,0.5,0.108049483,10.80494827,Low Risk,37.20087322,Medium,10.80494827,
4532,21,0,Travel Rarely,Data Science,13,Graduation,3,Female,175513,2,6,Manager,3,Married,2,No,59,6,5,4,6,2,0.571428571,2,29252.16667,0.333333333,1.5,4,0,Good work life balance,0.7,0.008859306,0.88593064,Low Risk,53.09751717,Medium,0.88593064,18-30
4533,29,0,Travel Frequently,Data Science,42,Master's,5,Male,145633,1,1,QA Analyst,2,Divorced,7,Yes,79,3,5,10,6,0,2.5,10,145633,2.333333333,0.6,3,0,I am happy with my team,0.8,0.031399212,3.139921229,Low Risk,74.08351551,High,3.139921229,18-30
4534,44,0,Travel Rarely,Data Science,42,Degree,1,Male,136076,1,8,Business Analyst,3,Divorced,2,No,39,10,4,8,5,6,0.727272727,2,17009.5,0.2,0.625,4,0,Career growth is good,0.7,0.614893298,61.4893298,Medium Risk,75.55694055,High,61.4893298,40-50
4535,59,1,Travel Rarely,Network Administration,45,Graduation,1,Female,79155,2,3,Developer,2,Divorced,2,No,100,20,2,6,5,6,0.285714286,0,26385,0.1,0.833333333,14,0,High stress workload,0.16,0.961195542,96.11955423,High Risk,78.72698016,High,96.11955423,50-60
4536,40,0,Travel Frequently,Cyber Security,23,Graduation,2,Male,189797,4,1,Developer,4,Single,6,No,32,6,2,4,3,7,0.571428571,-3,189797,1,0.75,-1,0,Career growth is good,0.7,0.20490022,20.49002203,Low Risk,24.20412153,Low,20.49002203,30-40
4537,42,1,Travel Frequently,IT Services,30,Master's,3,Male,119428,3,1,Manager,1,Single,7,No,25,11,3,2,10,2,0.166666667,0,119428,0.636363636,5,9,0,Poor management support,-0.4,0.664012035,66.40120353,Medium Risk,70.54138886,High,66.40120353,40-50
4538,38,0,Travel Frequently,Cyber Security,17,Graduation,1,Female,68021,2,2,HR,1,Single,4,No,46,16,1,4,1,0,0.235294118,4,34010.5,0.25,0.25,16,0,Supportive management,0.5,0.425758828,42.5758828,Medium Risk,78.10162638,High,42.5758828,30-40
4539,41,1,No Travel,Software Development,27,PhD,2,Female,74964,4,6,Technician,2,Married,6,No,47,17,4,3,1,5,0.166666667,-2,12494,0.352941176,0.333333333,12,0,High stress workload,0.16,0.338131448,33.81314485,Medium Risk,44.20231968,Medium,33.81314485,40-50
4540,42,1,Travel Rarely,Data Science,20,PhD,3,Male,51459,2,8,Help Desk,4,Divorced,6,Yes,61,3,3,2,1,3,0.5,-1,6432.375,2,0.5,0,0,Poor management support,-0.4,0.267063563,26.70635634,Low Risk,48.83053347,Medium,26.70635634,40-50
4541,62,0,Travel Rarely,Software Development,7,Degree,4,Female,120156,3,6,Consultant,3,Single,7,No,15,5,5,3,1,8,0.5,-5,20026,1.4,0.333333333,-3,0,Supportive management,0.5,0.02731489,2.73148904,Low Risk,41.65849807,Medium,2.73148904,
4542,63,0,Travel Frequently,Cyber Security,4,Degree,5,Female,190992,2,2,IT,3,Divorced,1,Yes,28,14,2,7,1,0,0.466666667,7,95496,0.071428571,0.142857143,14,0,Supportive management,0.5,0.010401499,1.040149878,Low Risk,53.12473233,Medium,1.040149878,
4543,49,0,Travel Frequently,IT Services,49,Degree,3,Male,128753,2,7,HR,4,Single,4,Yes,98,15,4,4,1,0,0.25,4,18393.28571,0.266666667,0.25,15,0,Good work life balance,0.7,0.094066547,9.406654702,Low Risk,45.77764495,Medium,9.406654702,40-50
4544,49,0,Travel Rarely,Software Development,31,Graduation,1,Female,139446,3,5,Software Engineer,2,Divorced,2,No,30,6,5,1,0,3,0.142857143,-2,27889.2,0.333333333,0,3,0,Supportive management,0.5,0.075217967,7.521796732,Low Risk,51.32737589,Medium,7.521796732,40-50
4545,22,0,Travel Rarely,Software Development,30,Graduation,2,Male,30310,5,7,Business Analyst,2,Married,2,No,90,8,4,8,5,1,0.888888889,7,4330,0.25,0.625,7,0,Good work life balance,0.7,0.02071924,2.071923984,Low Risk,26.83622188,Low,2.071923984,18-30
4546,53,0,Travel Rarely,Network Administration,31,Graduation,2,Male,198612,2,5,Support,1,Married,4,No,61,13,3,9,7,6,0.642857143,3,39722.4,0.307692308,0.777777778,7,0,Career growth is good,0.7,0.560497839,56.04978391,Medium Risk,80.47937363,High,56.04978391,50-60
4547,63,0,No Travel,Cyber Security,4,PhD,4,Female,175611,2,3,HR,1,Married,1,No,91,6,5,2,7,7,0.285714286,-5,58537,0.166666667,3.5,-1,0,Good work life balance,0.7,0.047756887,4.775688681,Low Risk,71.43100388,High,4.775688681,
4548,59,1,Travel Rarely,Software Development,18,Master's,2,Male,117311,2,5,Developer,4,Single,4,No,61,20,1,4,1,2,0.19047619,2,23462.2,0.2,0.25,18,0,Poor management support,-0.4,0.602898696,60.28986956,Medium Risk,54.7570358,Medium,60.28986956,50-60
4549,59,0,Travel Rarely,Cyber Security,20,Below College,1,Male,80654,1,7,Business Analyst,3,Divorced,10,No,89,16,5,3,10,0,0.176470588,3,11522,0.625,3.333333333,16,0,Career growth is good,0.7,0.427252087,42.72520873,Medium Risk,72.24562507,High,42.72520873,50-60
4550,56,1,Travel Rarely,IT Services,40,Degree,3,Female,87594,1,6,Support,5,Divorced,3,Yes,25,18,3,5,5,7,0.263157895,-2,14599,0.166666667,1,11,0,Salary is low,0,0.772013269,77.20132685,High Risk,60.68258709,Medium,77.20132685,50-60
4551,33,0,No Travel,Software Development,40,Graduation,4,Male,95790,3,2,IT,2,Single,9,No,17,11,3,5,2,2,0.416666667,3,47895,0.818181818,0.4,9,0,I am happy with my team,0.8,0.056493611,5.649361143,Low Risk,50.99694608,Medium,5.649361143,30-40
4552,50,0,No Travel,IT Services,48,Master's,5,Male,46734,4,5,Business Analyst,4,Divorced,7,Yes,44,6,1,6,7,5,0.857142857,1,9346.8,1.166666667,1.166666667,1,0,Career growth is good,0.7,0.172994277,17.29942768,Low Risk,23.64107547,Low,17.29942768,40-50
4553,38,0,No Travel,Software Development,47,Graduation,5,Female,77187,1,5,Consultant,5,Single,0,No,4,5,5,3,9,3,0.5,0,15437.4,0,3,2,0,Good work life balance,0.7,0.022275222,2.227522207,Low Risk,47.45191568,Medium,2.227522207,30-40
4554,26,0,No Travel,Data Science,50,Degree,1,Female,62100,3,5,IT,4,Divorced,3,No,4,8,4,1,9,4,0.111111111,-3,12420,0.375,9,4,0,I am happy with my team,0.8,0.327738491,32.77384914,Medium Risk,38.13656161,Medium,32.77384914,18-30
4555,23,0,Travel Rarely,Network Administration,23,Graduation,4,Female,41386,1,6,HR,3,Married,6,No,93,8,1,10,2,0,1.111111111,10,6897.666667,0.75,0.2,8,0,Supportive management,0.5,0.103403789,10.34037893,Low Risk,66.5306551,Medium,10.34037893,18-30
4556,62,0,Travel Rarely,Network Administration,38,Degree,4,Female,197584,4,8,Technician,5,Divorced,1,No,6,13,2,0,5,7,0,-7,24698,0.076923077,inf,6,0,I am happy with my team,0.8,0.068479055,6.847905519,Low Risk,12.9731598,Low,6.847905519,
4557,52,0,Travel Frequently,Network Administration,9,Graduation,1,Male,91324,1,1,IT,2,Divorced,1,No,8,10,3,4,3,4,0.363636364,0,91324,0.1,0.75,6,0,Career growth is good,0.7,0.305060787,30.50607869,Medium Risk,78.91283742,High,30.50607869,50-60
4558,56,0,Travel Rarely,IT Services,16,Graduation,4,Male,131682,5,5,Business Analyst,4,Divorced,4,Yes,74,2,1,10,9,5,3.333333333,5,26336.4,2,0.9,-3,0,Good work life balance,0.7,0.031319168,3.131916791,Low Risk,9.37622061,Low,3.131916791,50-60
4559,39,0,Travel Rarely,Cyber Security,21,Degree,2,Male,123344,4,2,Help Desk,4,Single,8,No,92,17,1,2,5,7,0.111111111,-5,61672,0.470588235,2.5,10,0,I am happy with my team,0.8,0.370831557,37.08315565,Medium Risk,27.13232159,Low,37.08315565,30-40
4560,58,0,No Travel,Network Administration,9,Degree,2,Male,40754,4,7,Business Analyst,1,Divorced,9,Yes,62,4,4,6,7,4,1.2,2,5822,2.25,1.166666667,0,0,Supportive management,0.5,0.206236335,20.6236335,Low Risk,50.69828826,Medium,20.6236335,50-60
4561,22,0,Travel Frequently,Software Development,25,PhD,1,Female,76820,1,1,Manager,3,Single,9,No,56,5,3,8,8,5,1.333333333,3,76820,1.8,1,0,0,Supportive management,0.5,0.725611689,72.56116895,High Risk,77.51079452,High,72.56116895,18-30
4562,59,0,No Travel,Software Development,49,Degree,1,Male,105323,1,5,Director,4,Divorced,7,No,58,1,3,7,2,5,3.5,2,21064.6,7,0.285714286,-4,0,Good work life balance,0.7,0.670439085,67.04390853,Medium Risk,67.71363092,Medium,67.04390853,50-60
4563,40,0,No Travel,Data Science,36,Degree,2,Male,110338,2,5,Director,2,Divorced,4,No,35,13,4,9,5,6,0.642857143,3,22067.6,0.307692308,0.555555556,7,0,I am happy with my team,0.8,0.375220074,37.52200739,Medium Risk,68.3862366,Medium,37.52200739,30-40
4564,34,0,Travel Rarely,IT Services,47,PhD,3,Female,121819,2,2,Help Desk,5,Single,6,No,98,7,3,5,7,0,0.625,5,60909.5,0.857142857,1.4,7,0,I am happy with my team,0.8,0.076086815,7.608681481,Low Risk,36.63682614,Medium,7.608681481,30-40
4565,29,0,No Travel,Software Development,43,Master's,1,Male,57001,4,3,Developer,1,Married,7,No,97,18,3,2,5,4,0.105263158,-2,19000.33333,0.388888889,2.5,14,0,Good work life balance,0.7,0.559969006,55.99690056,Medium Risk,56.94062951,Medium,55.99690056,18-30
4566,40,0,Travel Rarely,Software Development,14,Degree,2,Male,191247,2,2,Business Analyst,5,Married,2,No,62,1,3,9,10,5,4.5,4,95623.5,2,1.111111111,-4,0,Good work life balance,0.7,0.062651255,6.265125523,Low Risk,36.39972803,Medium,6.265125523,30-40
4567,33,1,Travel Frequently,Data Science,17,Degree,3,Male,104670,2,4,Director,5,Married,8,Yes,89,15,1,10,9,2,0.625,8,26167.5,0.533333333,0.9,13,0,High stress workload,0.16,0.538554416,53.85544163,Medium Risk,44.79801911,Medium,53.85544163,30-40
4568,20,0,Travel Rarely,Data Science,28,PhD,3,Male,51034,2,8,Business Analyst,1,Single,6,No,12,14,5,1,8,8,0.066666667,-7,6379.25,0.428571429,8,6,0,I am happy with my team,0.8,0.348170897,34.81708965,Medium Risk,76.73242759,High,34.81708965,18-30
4569,47,0,Travel Rarely,Cyber Security,45,Degree,2,Female,36958,5,2,Help Desk,4,Married,10,No,18,16,5,8,9,8,0.470588235,0,18479,0.625,1.125,8,0,I am happy with my team,0.8,0.251327037,25.13270368,Low Risk,13.25871241,Low,25.13270368,40-50
4570,39,1,No Travel,Cyber Security,41,Master's,2,Male,51691,2,3,Technician,3,Single,3,No,9,13,3,2,4,6,0.142857143,-4,17230.33333,0.230769231,2,7,0,Poor management support,-0.4,0.802912691,80.29126914,High Risk,67.11022397,Medium,80.29126914,30-40
4571,26,0,Travel Rarely,Cyber Security,48,Below College,4,Male,150227,2,2,Support,3,Single,0,No,74,13,5,9,4,3,0.642857143,6,75113.5,0,0.444444444,10,0,Career growth is good,0.7,0.025543038,2.554303788,Low Risk,53.39193596,Medium,2.554303788,18-30
4572,46,0,Travel Frequently,Software Development,8,Master's,3,Female,66772,5,1,IT,5,Divorced,6,No,29,15,5,2,6,4,0.125,-2,66772,0.4,3,11,0,I am happy with my team,0.8,0.006634279,0.663427908,Low Risk,0.117075513,Low,0.663427908,40-50
4573,54,0,Travel Rarely,Data Science,14,Graduation,5,Male,189692,1,1,Manager,5,Married,5,No,35,20,1,10,3,4,0.476190476,6,189692,0.25,0.3,16,0,I am happy with my team,0.8,0.074439935,7.443993459,Low Risk,48.37246943,Medium,7.443993459,50-60
4574,40,0,Travel Rarely,IT Services,15,Graduation,4,Female,78587,4,2,Support,3,Married,6,No,3,0,5,9,6,6,9,3,39293.5,inf,0.666666667,-6,0,Good work life balance,0.7,0.003819632,0.381963188,Low Risk,29.47916997,Low,0.381963188,30-40
4575,30,0,Travel Rarely,Cyber Security,39,Master's,4,Female,134965,3,7,QA Analyst,2,Divorced,6,No,100,3,4,1,4,3,0.25,-2,19280.71429,2,4,0,0,Supportive management,0.5,0.062624901,6.262490081,Low Risk,51.10514531,Medium,6.262490081,18-30
4576,49,1,Travel Frequently,Network Administration,25,Degree,3,Male,50253,1,1,Director,2,Single,9,No,29,5,4,6,0,7,1,-1,50253,1.8,0,-2,0,Poor management support,-0.4,0.717077406,71.7077406,High Risk,86.18371893,High,71.7077406,40-50
4577,63,0,Travel Rarely,Software Development,11,Degree,3,Female,48569,5,3,QA Analyst,5,Divorced,5,No,60,2,4,5,0,2,1.666666667,3,16189.66667,2.5,0,0,0,I am happy with my team,0.8,0.002141014,0.214101358,Low Risk,0.037782593,Low,0.214101358,
4578,40,0,Travel Rarely,IT Services,29,Degree,3,Male,116683,5,4,Manager,3,Divorced,0,Yes,31,3,5,4,7,1,1,3,29170.75,0,1.75,2,0,Good work life balance,0.7,0.003176802,0.317680175,Low Risk,17.70312003,Low,0.317680175,30-40
4579,62,0,Travel Frequently,Software Development,3,Graduation,1,Male,97845,4,4,Help Desk,1,Married,7,Yes,73,8,4,4,1,8,0.444444444,-4,24461.25,0.875,0.25,0,0,Supportive management,0.5,0.332039821,33.20398212,Medium Risk,52.91834979,Medium,33.20398212,
4580,34,0,Travel Rarely,Cyber Security,39,Below College,2,Male,149368,2,3,Business Analyst,4,Married,1,No,93,8,3,6,10,0,0.666666667,6,49789.33333,0.125,1.666666667,8,0,Supportive management,0.5,0.140604104,14.06041037,Low Risk,46.59889595,Medium,14.06041037,30-40
4581,57,0,Travel Rarely,Software Development,22,Graduation,2,Female,44615,3,8,Manager,1,Single,4,No,44,17,4,7,4,4,0.388888889,3,5576.875,0.235294118,0.571428571,13,0,I am happy with my team,0.8,0.226771001,22.67710008,Low Risk,62.8253706,Medium,22.67710008,50-60
4582,38,1,No Travel,Cyber Security,37,Graduation,2,Male,88931,3,5,Director,2,Single,7,No,30,0,1,8,0,4,8,4,17786.2,inf,0,-4,0,Poor management support,-0.4,0.628372407,62.83724072,Medium Risk,61.08892483,Medium,62.83724072,30-40
4583,19,0,Travel Rarely,Software Development,41,Degree,3,Female,88449,3,5,Consultant,2,Divorced,6,Yes,55,4,3,1,10,6,0.2,-5,17689.8,1.5,10,-2,0,Good work life balance,0.7,0.368594556,36.85945558,Medium Risk,56.50460981,Medium,36.85945558,18-30
4584,54,0,Travel Rarely,Cyber Security,20,Master's,4,Male,190172,1,4,QA Analyst,2,Divorced,1,No,41,11,5,5,1,2,0.416666667,3,47543,0.090909091,0.2,9,0,I am happy with my team,0.8,0.011707427,1.17074275,Low Risk,73.73601343,High,1.17074275,50-60
4585,23,0,Travel Frequently,Data Science,19,Graduation,3,Female,50950,5,1,Support,5,Single,5,Yes,86,6,1,5,8,5,0.714285714,0,50950,0.833333333,1.6,1,0,Career growth is good,0.7,0.065794646,6.579464647,Low Risk,1.161081996,Low,6.579464647,18-30
4586,61,0,Travel Frequently,Data Science,13,Below College,3,Male,169203,3,1,Software Engineer,5,Single,10,No,74,0,5,3,4,5,3,-2,169203,inf,1.333333333,-5,0,Good work life balance,0.7,0.02825595,2.825595015,Low Risk,24.02804618,Low,2.825595015,
4587,35,0,Travel Frequently,Data Science,27,PhD,4,Female,84028,3,5,Manager,1,Married,0,Yes,12,18,2,9,5,5,0.473684211,4,16805.6,0,0.555555556,13,0,Supportive management,0.5,0.195203098,19.52030976,Low Risk,62.26828996,Medium,19.52030976,30-40
4588,47,0,No Travel,Data Science,19,Master's,5,Female,71930,2,4,Director,1,Married,6,Yes,52,7,3,2,2,6,0.25,-4,17982.5,0.857142857,1,1,0,Good work life balance,0.7,0.085255993,8.525599304,Low Risk,72.09275282,High,8.525599304,40-50
4589,39,0,Travel Rarely,Data Science,16,Below College,1,Male,85442,1,8,Developer,1,Divorced,9,Yes,53,9,3,2,7,4,0.2,-2,10680.25,1,3.5,5,0,I am happy with my team,0.8,0.722283924,72.22839245,High Risk,95.09912808,High,72.22839245,30-40
4590,50,0,No Travel,Network Administration,2,Below College,5,Female,79869,5,2,IT,2,Single,1,No,42,12,4,0,2,5,0,-5,39934.5,0.083333333,inf,7,0,I am happy with my team,0.8,0.001957389,0.195738935,Low Risk,26.5051304,Low,0.195738935,40-50
